,index,Star,Scan,JD,CHARA_num,wl,v2,v2c,v2sig,v2exp,flux,T1,T2,File,sp_freq,sp_freq_sample,pa,corr_v2,corr_v2c,corr_v2sig,cal_v2,cal_v2sig,u,v
62,206,HD_84999,13,7793.7414,130216,0.7496,0.005658,0.002478,0.000217,0.9547,10434.7,W2,S2,210504_13_HD_84999.pav,190852818.14586133,190852818.14586133,140.36859512866727,0.008002937801857627,0.0025955797632764223,0.00022729653294228553,0.09891423764027361,0.0039173829542124405,-110182145.45329383,91252368.49861796
63,207,HD_84999,13,7793.7414,130216,0.7428,0.004711,0.001974,0.000237,0.9543,10797.2,W2,S2,210504_13_HD_84999.pav,192599989.87902215,192599989.87902215,140.36859512866727,0.006696423309625704,0.002068531908204967,0.0002483495756051556,0.09182169328658595,0.004453774910442198,-110182145.45329383,91252368.49861796
64,208,HD_84999,13,7793.7414,130216,0.736,0.00531,0.002056,0.000214,0.953,11452.2,W2,S2,210504_13_HD_84999.pav,194379446.30725226,194379446.30725226,140.36859512866727,0.00759312486053071,0.002157397691500525,0.00022455403987408187,0.08581341023973783,0.003262915109008566,-110182145.45329383,91252368.49861796
65,209,HD_84999,13,7793.7414,130216,0.7292,0.004726,0.001744,0.000211,0.9511,12030.5,W2,S2,210504_13_HD_84999.pav,196192090.62278888,196192090.62278888,140.36859512866727,0.00680350493814929,0.0018336662811481446,0.00022184838607927664,0.08842917836317382,0.0037679821090029803,-110182145.45329383,91252368.49861796
66,210,HD_84999,13,7793.7414,130216,0.7223,0.002719,0.000993,0.000182,0.9489,12622.7,W2,S2,210504_13_HD_84999.pav,198066277.8376542,198066277.8376542,140.36859512866727,0.003942543873602147,0.001046474865633892,0.00019180103277479188,0.08140316749737599,0.005215643755425903,-110182145.45329383,91252368.49861796
67,211,HD_84999,13,7793.7414,130216,0.7159,0.002624,0.000902,0.000207,0.9462,12515.6,W2,S2,210504_13_HD_84999.pav,199836949.96806487,199836949.96806487,140.36859512866727,0.003833345241095632,0.000953286831536673,0.00021876981610653137,0.048808989424827816,0.0035790992336867016,-110182145.45329383,91252368.49861796
68,212,HD_84999,13,7793.7414,130216,0.7095,0.004905,0.001634,0.000182,0.9433,13035.6,W2,S2,210504_13_HD_84999.pav,201639566.57101852,201639566.57101852,140.36859512866727,0.007221676910823707,0.0017322166861019825,0.00019293967984734443,0.05183016509314933,0.0015925209599707746,-110182145.45329383,91252368.49861796
69,213,HD_84999,13,7793.7414,130216,0.7035,0.006782,0.002178,0.000207,0.9399,13508.2,W2,S2,210504_13_HD_84999.pav,203359307.01085663,203359307.01085663,140.36859512866727,0.01006666928807157,0.0023172677944462176,0.0002202361953399298,0.05303698878316935,0.0013446414589074402,-110182145.45329383,91252368.49861796
70,214,HD_84999,13,7793.7414,130216,0.6977,0.007267,0.002704,0.000204,0.9361,13791.0,W2,S2,210504_13_HD_84999.pav,205049838.73031053,205049838.73031053,140.36859512866727,0.010878649823391436,0.002888580279884627,0.00021792543531673966,0.05424411884619608,0.0017409803089136432,-110182145.45329383,91252368.49861796
71,215,HD_84999,13,7793.7414,130216,0.6918,0.007704,0.002744,0.00024,0.9321,12984.9,W2,S2,210504_13_HD_84999.pav,206798601.44859448,206798601.44859448,140.36859512866727,0.011635864187567437,0.00294389014054286,0.0002574831026713872,0.05016768343356338,0.0013042267182747154,-110182145.45329383,91252368.49861796
